starting_point,destination_point,route_id,transport_type,route_name,route_path,road_distance_km,road_type,highway_number,date,time,weather_condition,temperature_C,traffic_congestion_index,holiday,weekday,season,actual_arrival_delay_min
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-08-06,17:45:00,Rain,23.5,80.6,0,Wednesday,Monsoon,22.41
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-08-18,18:15:00,Cloudy,27.8,48.6,0,Monday,Monsoon,12.79
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-12-26,07:30:00,Rain,12.8,98.8,0,Friday,Winter,19.69
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-12-07,17:20:00,Heavy Rain,24.1,60.6,0,Sunday,Winter,19.03
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-07-13,05:15:00,Cloudy,29.6,44.2,0,Sunday,Monsoon,14.84
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-07-22,18:10:00,Storm,29.4,61.1,0,Tuesday,Monsoon,20.71
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-10-20,16:00:00,Cloudy,26.7,52.2,0,Monday,Autumn,6.82
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-01-18,18:40:00,Clear,19.8,76.8,0,Saturday,Winter,10.64
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-08-06,16:45:00,Rain,31.9,26.6,0,Wednesday,Monsoon,5.8
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-06-23,11:35:00,Cloudy,24.3,14.0,1,Monday,Monsoon,11.72
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-10-13,11:10:00,Heavy Rain,29.9,57.2,0,Monday,Autumn,14.46
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-10-20,15:00:00,Clear,29.7,66.7,1,Monday,Autumn,7.45
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-08-28,13:35:00,Clear,28.8,55.7,0,Thursday,Monsoon,7.65
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-08-28,11:10:00,Clear,28.6,63.4,1,Thursday,Monsoon,8.7
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-09-10,13:30:00,Cloudy,16.7,60.5,0,Wednesday,Autumn,13.17
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-07-31,14:55:00,Rain,25.3,20.4,0,Thursday,Monsoon,8.28
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-03-25,09:00:00,Cloudy,28.6,55.6,0,Tuesday,Spring,11.38
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-04-14,16:30:00,Clear,30.6,76.3,0,Monday,Spring,9.57
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-09-28,10:55:00,Cloudy,28.2,53.4,0,Sunday,Autumn,7.31
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-08-14,09:20:00,Clear,28.8,23.8,0,Thursday,Monsoon,11.7
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-03-28,12:45:00,Cloudy,32.8,43.3,0,Friday,Spring,9.75
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-11-17,06:45:00,Rain,29.0,61.1,1,Monday,Autumn,15.67
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-12-24,15:25:00,Clear,16.8,85.9,1,Wednesday,Winter,6.98
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-08-17,18:15:00,Cloudy,35.5,10.9,0,Sunday,Monsoon,8.59
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-03-25,22:40:00,Cloudy,23.7,57.2,1,Tuesday,Spring,15.04
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-12-09,10:35:00,Clear,13.6,31.4,0,Tuesday,Winter,6.6
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-03-28,14:25:00,Cloudy,25.7,60.2,1,Friday,Spring,15.38
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-06-07,14:10:00,Cloudy,26.7,61.8,0,Saturday,Monsoon,5.64
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-11-10,18:40:00,Cloudy,24.9,45.3,0,Monday,Autumn,15.42
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-07-10,16:10:00,Clear,31.4,62.6,0,Thursday,Monsoon,6.46
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-03-30,19:05:00,Clear,26.9,72.8,0,Sunday,Spring,10.86
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-01-30,20:00:00,Rain,18.0,46.7,0,Thursday,Winter,14.09
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-05-12,07:25:00,Clear,27.2,23.3,0,Monday,Spring,9.75
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-09-03,11:05:00,Rain,19.1,78.5,0,Wednesday,Autumn,11.93
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-09-18,16:20:00,Cloudy,21.5,66.6,0,Thursday,Autumn,12.02
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-03-23,14:10:00,Cloudy,25.8,61.3,0,Sunday,Spring,9.76
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-02-27,13:25:00,Rain,15.5,36.2,0,Thursday,Winter,7.3
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-09-14,08:45:00,Cloudy,25.3,69.7,0,Sunday,Autumn,13.61
Guwahati,Jorhat,ASTC011,Bus,Guwahati - Jorhat,Guwahati → Nagaon → Bokakhat → Jorhat,307.0,ASTC Bus Service,ASTC service route,2025-02-28,15:25:00,Clear,22.2,90.8,0,Friday,Winter,7.46
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-01-24,18:30:00,Clear,17.8,47.6,0,Friday,Winter,13.24
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-06-27,05:05:00,Rain,25.0,51.9,0,Friday,Monsoon,8.76
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-07-28,15:05:00,Cloudy,26.6,28.7,0,Monday,Monsoon,12.5
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-03-30,21:55:00,Rain,32.1,35.6,0,Sunday,Spring,14.21
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-03-19,15:35:00,Cloudy,31.6,28.5,1,Wednesday,Spring,14.35
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-03-28,22:00:00,Cloudy,28.8,52.6,0,Friday,Spring,10.63
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-05-06,11:30:00,Clear,22.3,43.2,1,Tuesday,Spring,5.52
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-01-04,05:00:00,Clear,18.9,57.5,0,Saturday,Winter,10.75
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-01-05,17:00:00,Rain,19.2,32.2,0,Sunday,Winter,15.6
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-05-16,08:20:00,Clear,27.1,46.6,0,Friday,Spring,8.6
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-01-08,05:35:00,Heavy Rain,16.3,30.9,0,Wednesday,Winter,12.09
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-04-27,08:35:00,Clear,25.9,53.8,0,Sunday,Spring,11.31
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-08-01,21:45:00,Cloudy,27.1,17.4,0,Friday,Monsoon,10.58
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-01-12,19:10:00,Clear,14.6,53.0,0,Sunday,Winter,9.14
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-08-14,09:10:00,Rain,33.1,44.4,0,Thursday,Monsoon,7.92
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-08-15,15:30:00,Clear,31.6,53.6,0,Friday,Monsoon,10.56
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-07-29,11:50:00,Cloudy,28.1,17.0,0,Tuesday,Monsoon,6.5
Guwahati,Dibrugarh,ASTC008,Bus,Guwahati - Dibrugarh,Guwahati → Nagaon → Bokakhat → Jorhat → Moran → Dibrugarh,443.0,ASTC Bus Service,ASTC service route,2025-08-17,08:40:00,Heavy Rain,30.1,63.1,0,Sunday,Monsoon,19.16
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-10-23,22:40:00,Cloudy,27.2,44.0,0,Thursday,Autumn,10.28
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-01-26,19:05:00,Clear,25.0,54.3,0,Sunday,Winter,7.8
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-03-03,11:50:00,Rain,29.6,12.6,0,Monday,Spring,1.67
Jorhat,Guwahati,ASTC012,Bus,Jorhat - Guwahati,Jorhat → Bokakhat → Nagaon → Guwahati,307.0,ASTC Bus Service,ASTC service route,2025-04-26,11:55:00,Cloudy,29.5,25.1,0,Saturday,Spring,7.47
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-09-09,19:30:00,Clear,26.1,42.2,0,Tuesday,Autumn,10.45
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-11-15,13:20:00,Cloudy,24.7,77.5,0,Saturday,Autumn,11.91
Haflong,Guwahati,ASTC005,Bus,Haflong - Guwahati,Haflong → Lanka → Doboka → Nagaon → Jagirod → Guwahati,325.0,ASTC Bus Service,ASTC service route,2025-12-02,11:35:00,Rain,22.1,60.5,1,Tuesday,Winter,14.06
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-08-01,11:35:00,Cloudy,31.0,52.6,0,Friday,Monsoon,10.5
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-05-30,13:55:00,Rain,24.5,31.5,0,Friday,Spring,10.03
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-05-31,14:05:00,Rain,28.4,27.9,0,Saturday,Spring,8.44
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-01-22,05:30:00,Cloudy,20.5,55.5,0,Wednesday,Winter,8.86
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-06-19,13:40:00,Clear,22.7,64.0,0,Thursday,Monsoon,11.33
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-07-07,12:20:00,Rain,26.2,54.2,0,Monday,Monsoon,14.58
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-03-18,09:50:00,Cloudy,28.1,84.2,0,Tuesday,Spring,12.64
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-10-08,11:00:00,Clear,20.2,36.4,0,Wednesday,Autumn,12.69
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-10-24,12:05:00,Clear,20.7,53.6,0,Friday,Autumn,9.08
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-04-21,11:45:00,Heavy Rain,26.2,16.1,1,Monday,Spring,11.29
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-11-30,21:05:00,Clear,27.5,54.2,0,Sunday,Autumn,9.42
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-02-09,14:25:00,Clear,19.6,79.4,0,Sunday,Winter,14.73
Dibrugarh,Biswanath Chariali,ASTC009,Bus,Dibrugarh - Biswanath Chariali,Dibrugarh → Moran → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Tezpur → Biswanath Chariali,377.0,ASTC Bus Service,ASTC service route,2025-11-29,14:15:00,Clear,30.7,29.2,0,Saturday,Autumn,7.06
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-10-08,09:40:00,Clear,26.2,66.8,0,Wednesday,Autumn,14.37
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-03-23,21:00:00,Storm,25.9,78.8,0,Sunday,Spring,20.4
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-08-26,05:20:00,Cloudy,25.1,36.2,0,Tuesday,Monsoon,10.29
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-04-24,14:55:00,Rain,25.8,59.3,0,Thursday,Spring,5.78
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-10-19,08:20:00,Rain,28.1,81.6,0,Sunday,Autumn,16.97
Guwahati,Haflong,ASTC006,Bus,Guwahati - Haflong,Guwahati → Jagirod → Nagaon → Doboka → Lanka → Haflong,325.0,ASTC Bus Service,ASTC service route,2025-02-28,18:35:00,Cloudy,20.3,54.6,0,Friday,Winter,10.28
Nagaon,Guwahati,ASTC001,Bus,Nagaon - Guwahati,Nagaon → Raha → Jagirod → Khanapara → Guwahati,123.0,ASTC Bus Service,ASTC service route,2025-03-31,11:55:00,Rain,27.8,65.7,0,Monday,Spring,6.92
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-04-23,10:35:00,Storm,28.6,14.5,0,Wednesday,Spring,8.1
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-03-14,06:45:00,Rain,30.8,61.9,1,Friday,Spring,10.3
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-05-02,19:55:00,Rain,27.2,60.3,0,Friday,Spring,14.2
Jorhat,Nagaon,ASTC014,Bus,Jorhat - Nagaon,Jorhat → Bokakhat → Jakhalabandha → Nagaon,184.0,ASTC Bus Service,ASTC service route,2025-08-08,12:35:00,Cloudy,33.1,23.5,0,Friday,Monsoon,5.97
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-08-20,09:45:00,Rain,26.8,30.7,0,Wednesday,Monsoon,12.34
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-07-22,20:30:00,Clear,28.8,62.1,0,Tuesday,Monsoon,13.05
Nagaon,Jorhat,ASTC013,Bus,Nagaon - Jorhat,Nagaon → Jakhalabandha → Bokakhat → Jorhat,184.0,ASTC Bus Service,ASTC service route,2025-03-11,05:45:00,Rain,25.6,43.9,0,Tuesday,Spring,5.27
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-03-15,13:35:00,Cloudy,29.4,72.2,1,Saturday,Spring,11.73
Guwahati,Nagaon,ASTC002,Bus,Guwahati - Nagaon,Guwahati → Khanapara → Jagirod → Raha → Nagaon,123.0,ASTC Bus Service,ASTC service route,2025-12-02,07:20:00,Cloudy,15.0,56.2,0,Tuesday,Winter,10.7
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-04-02,07:30:00,Heavy Rain,26.0,51.1,0,Wednesday,Spring,18.23
Biswanath Chariali,Dibrugarh,ASTC010,Bus,Biswanath Chariali - Dibrugarh,Biswanath Chariali → Tezpur → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Moran → Dibrugarh,377.0,ASTC Bus Service,ASTC service route,2025-02-07,05:20:00,Cloudy,12.4,46.6,0,Friday,Winter,9.06
Nagaon,Tinsukia,ASTC015,Bus,Nagaon - Tinsukia,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia,396.0,ASTC Bus Service,ASTC service route,2025-06-15,08:20:00,Clear,30.8,55.9,0,Sunday,Monsoon,11.85
Tinsukia,Nagaon,ASTC016,Bus,Tinsukia - Nagaon,Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,396.0,ASTC Bus Service,ASTC service route,2025-01-03,22:15:00,Rain,21.7,66.1,0,Friday,Winter,13.11
Nagaon,Margherita,ASTC003,Bus,Nagaon - Margherita,Nagaon → Jakhalabandha → Bokakhat → Jorhat → Sivasagar → Dibrugarh → Tinsukia → Margherita,446.0,ASTC Bus Service,ASTC service route,2025-05-06,13:25:00,Heavy Rain,29.7,60.7,1,Tuesday,Spring,13.03
Dibrugarh,Guwahati,ASTC007,Bus,Dibrugarh - Guwahati,Dibrugarh → Moran → Jorhat → Bokakhat → Nagaon → Guwahati,443.0,ASTC Bus Service,ASTC service route,2025-11-09,22:20:00,Cloudy,28.4,41.5,0,Sunday,Autumn,12.5
Margherita,Nagaon,ASTC004,Bus,Margherita - Nagaon,Margherita → Tinsukia → Dibrugarh → Sivasagar → Jorhat → Bokakhat → Jakhalabandha → Nagaon,446.0,ASTC Bus Service,ASTC service route,2025-04-08,09:35:00,Heavy Rain,29.5,74.8,0,Tuesday,Spring,21.15
